_id,author,date,section,sub_title,text,title,url
,Eduardo Maretti ,06/04/2019 10:41:00,poder,"A presidente do PT , deputada federal Gleisi Hoffmann, afirmou que a Jornada Lula Livre não será abandonada em prol de alianças políticas; ""Se abandonar a luta Lula Livre for uma condição para fazermos uma aliança pontual e conjuntural, nós não faremos"", disse; ""Jamais abriremos mão do Lula. Tem gente que acha que a defesa dele não é a centralidade. Achamos que é, porque o governo Bolsonaro é a destruição do legado que Lula construiu"", ressaltou a parlamentar na véspera da data que marca um ano da prisão sem provas do ex-presidente; no contexto de 7 de abril, ela destaca a Jornada Lula Livre fará uma série de atos em todo o país pela liberdade de Lula e pela democracia"," Rede Brasil Atual  -  ""Jamais abriremos mão do Lula. Tem gente que acha que a defesa dele não é a centralidade. Achamos que é, porque o governo Bolsonaro é a destruição do legado que Lula construiu"", diz a deputada federal Gleisi Hoffmann (PT-PR), presidenta nacional do partido, no momento em que a prisão do ex-presidente da República pela operação Lava Jato completa um ano. Para ela, não há como separar a disputa política cotidiana, por exemplo no Congresso Nacional, da luta pela liberdade de Lula. ""Se não considerarmos que Bolsonaro é fruto, primeiro, do golpe contra Dilma e, segundo, que Lula foi preso para que ele ou outro da extrema-direita ganhasse, estamos fazendo uma leitura errada"", diz. ""Fazer uma leitura só conjuntural é muito pouco. Se abandonar a luta Lula Livre for uma condição para fazermos uma aliança pontual e conjuntural, nós não faremos."" No contexto de 7 de abril, ela destaca a Jornada Lula Livre, ""uma série de ações continuadas"" pela liberdade do ex-presidente, que começa pelo Rio Grande do Sul, passando por Santa Catarina, para chegar ao Paraná no domingo, num ato em frente à Polícia Federal. A deputada – uma das mais combativas lideranças em todo o processo contra Lula pela Lava Jato – tem feito contundentes denúncias contra a força-tarefa sediada em Curitiba. Na última quinta-feira (4), ela acusou a operação de cometer crimes de lavagem de dinheiro, formação de quadrilha, organização criminosa e corrupção passiva. A deputada acusa a força-tarefa de ter atuado com ""apoio e orientação do Departamento de Justiça dos Estados Unidos"" (DoJ). Ela aponta que, no próximo mês, vai haver um evento em São Paulo que confirma essa afirmação. Dos dias 6 a 8 de maio, em parceria com a Associação de Juízes Federais do Brasil (Ajufe), o órgão norte-americano vai bancar um seminário que visa ao treinamento de juízes federais brasileiros. ""Tudo isso mostra que Lula não era um objetivo ao acaso"", diz a deputada em entrevista à RBA. Como avalia a situação de Lula e seu futuro um ano depois da prisão, do ponto de vista jurídico e politico ? O que estamos descobrindo sobre os contratos de leniência mostram que tinha uma grande articulação com os Estados Unidos. Primeiro, temos que caracterizar a prisão do Lula, feita num julgamento que não evidenciou provas, e sequer conseguiu tipificar penalmente os crimes cometidos. Lula é um preso político. Nos deixou muito apreensivos o adiamento, tanto dos recursos no STJ, que eram os recursos em relação à condenação pelo TRF4, quanto o julgamento sobre a prisão após segunda instância no STF. Esperávamos que fosse feito agora e conseguíssemos liberar Lula. Não entendemos por que ele continua preso diante de tantas evidências de perseguição e falhas processuais. Estamos questionando a operação Lava Jato. Vamos entrar com a segunda ADPF (Arguição de Descumprimento de Preceito Fundamental) em relação aos acordos, um relativo à Petrobras, outro à Odebrecht, que mostraram que a Lava Jato foi engendrada com apoio e orientação do Departamento de Justiça americano, que começou em 2009 com treinamento de setores da Justiça Federal e Ministério Público Federal, o que continua. Vemos esses acordos pelos quais empresas brasileiras têm que pagar a investidores americanos e suíços, e 80% volta para o Ministério Público e a Justiça Federal para eles fazerem o que quiserem. Isso é muito grave. Vai ter mais um treinamento agora, uma capacitação de 6 a 8 de maio em São Paulo, juntando a Ajufe e o Departamento de Justiça americano. Tudo isso mostra que Lula não era um objetivo ao acaso. Foi quem trouxe o pré-sal, deu força aos Brics, à Unasul, mudou as relações políticas e comerciais do Brasil. A ação americana tem tudo a ver com ferir a soberania brasileira. Ao longo da operação Lava Jato, o que você destacaria como atos mais graves contra Lula, a começar da condução coercitiva em 4 de março? A condução coercitiva, que você já falou, as escutas ilegais, que impediram Lula de ser ministro da Dilma, o que foi muito grave. A primeira condenação foi pelo power point (de Deltan Dallagnol). Começa aí. Politicamente, não foi demorada a decisão de indicar Lula ao ministério de Dilma na época? Essa decisão não deveria ter sido tomada logo no início do governo? Podemos até fazer avaliações do tempo político. Mas o fato é que era uma indicação de direito da presidente, e de direito de Lula aceitar. Eles não poderiam ter feito uma escuta telefônica e ter vazado isso de forma ilegal, como vazaram. Fizeram uma escuta num prazo superior ao que era liberado nos autos, o que também é muito grave. Outra coisa foi a delação do Léo Pinheiro, que negociou com seus executivos para corroborar a delação pagando um milhão de reais para cada executivo. Soubemos disso porque um deles não recebeu e entrou na Justiça do Trabalho contra o Léo Pinheiro. Executivos da Odebrecht receberam e estão hoje em casa, para delatar Lula e corroborar a delação do Marcelo Odebrecht. Uma construção odiosa. Na atual conjuntura, focar a luta no Lula Livre não prejudica um pouco a disputa política contra Bolsonaro no Congresso Nacional? Jamais abriremos mão do Lula. Tem gente que acha que a defesa do Lula não é a centralidade. Achamos que é, porque o governo Bolsonaro é a destruição do legado que Lula construiu. Ele é a antítese, ele mesmo disse: ""eu vim pra desconstruir"". O Lula foi preso para que ele pudesse fazer isso. Se não considerarmos que Bolsonaro é fruto, primeiro, do golpe contra Dilma e, segundo, que Lula foi preso para que ele ou outro da extrema-direita ganhasse, estamos fazendo uma leitura errada. Fazer uma leitura só conjuntural é muito pouco. Ou a gente faz uma leitura da história recente, entendendo o que se passa no Brasil, ou vamos achar que esse é um governo da normalidade. Não é. Estamos tratando com um governo da destruição dos direitos do povo, das liberdades, da democracia, de extrema direita. Jamais abandonaremos a luta de Lula Livre. Se essa for uma condição para fazermos uma aliança pontual e conjuntural, nós não faremos. Mas não acho que esta é a condição. Acho que temos condição de fazer alianças por bandeiras, por exemplo contra a reforma da Previdência, o fim dos direitos democráticos, como estamos fazendo, mas não abriremos mão de Lula Livre. Como avalia a reforma da Previdência na atual conjuntura no Congresso? A posição do PT é ser contra a totalidade da reforma, fechamos questão. O que a gente vê na casa é que quem defende a reforma não defende como ela está. A maioria que se diz a favor quer mudanças nessa proposta. Isso ficou muito claro na audiência pública com Paulo Guedes. Inclusive, a base deles não estava coesa na defesa da proposta. Fizeram discursos genéricos, mas não têm coragem de defender diretamente o que estão propondo. Acredito que é uma proposta que vai desidratar demais. Vamos ter condições de fazer alianças com diversos setores aqui para enfrentá-la.","
'Se abandonar Lula for condição para fazer alianças, nós não faremos', diz Gleisi
",https://www.brasil247.com/pt/247/poder/389386/'Se-abandonar-Lula-for-condi%C3%A7%C3%A3o-para-fazer-alian%C3%A7as-n%C3%B3s-n%C3%A3o-faremos'-diz-Gleisi.htm
,247  ,05/04/2019 07:19:00,poder,"Fotografia oficial distribuída pelo Palácio do Planalto em que ACM Neto, prefeito de Salvador presidente do DEM, aparece com um enorme sorriso abraçado a Bolsonaro depois de reunião nesta quinta virou piada no grupo de dirigentes partidários; ""É cara de quem tem três ministérios e caminha para fechar o quarto"", brincou um aliado; o DEM é o partido com mais ministros do governo Bolsonaro -três, com chance de emplacarem mais um; mais que o Democratas, só o ""partido das Forças Armadas"", com oito"," Fotografia oficial distribuída pelo Palácio do Planalto em que ACM Neto, prefeito de Salvador e presidente do DEM, aparece com um enorme sorriso abraçado a Bolsonaro depois de reunião nesta quinta (4) virou piada no grupo de dirigentes partidários. ""É cara de quem tem três ministérios e caminha para fechar o quarto"", brincou um aliado, segundo a coluna  Painel , da Folha de S.Paulo. O DEM é o partido com mais ministros do governo Bolsonaro -três, com chance de emplacarem mais um. Mais que o Democratas, só o ""partido das Forças Armadas"", com oito.   Mas as aparências podem enganar. Segundo a jornalista Daniela Lima, o clima na direção do DEM não é de entusiasmo e alegria: ""Eles dizem que, no cotidiano do Congresso, o ânimo da bancada com as atitudes de Bolsonaro e do PSL é outro"". ""A postagem em que Carlos Bolsonaro menciona um 'sistema corrupto' que tentar sujar seu pai —feita logo após as primeiras reuniões— e a entrevista ao Estado de S. Paulo em que o líder do PSL, delegado Waldir (GO), atacou o presidente da Câmara, Rodrigo Maia (DEM-RJ), foram usadas como símbolos de que o Planalto é inconfiável"", informou a colunista.","
A foto que virou piada: alegria ‘de quem tem três ministérios’
",https://www.brasil247.com/pt/247/poder/389266/A-foto-que-virou-piada-alegria-%E2%80%98de-quem-tem-tr%C3%AAs-minist%C3%A9rios%E2%80%99.htm
,247 ,06/04/2019 04:45:00,poder,"""Bolsonaro, num raro momento de lucidez, disse que não nasceu pra ser presidente. Isso todos já sabem. A questão é quando ele vai tirar as consequências práticas desta descoberta..."", afirmou Guilherme Boulos, do Psol","  ""Bolsonaro, num raro momento de lucidez, disse que não nasceu pra ser presidente. Isso todos já sabem. A questão é quando ele vai tirar as consequências práticas desta descoberta..."", afirmou Guilherme Boulos, do Psol. Leia abaixo seu tweet e também reportagem da Reuters: Bolsonaro, num raro momento de lucidez, disse que não nasceu pra ser presidente. Isso todos já sabem. A questão é quando ele vai tirar as consequências práticas desta descoberta... BRASÍLIA (Reuters) -  Em um discurso na inauguração de uma ouvidoria do governo federal, o presidente Jair Bolsonaro afirmou nesta sexta-feira que “não nasceu para ser presidente” e que o cargo é “só problemas”. “Desculpem as caneladas, não nasci para ser presidente, nasci para ser militar, mas no momento estou nessa condição de presidente e junto com vocês nós podemos mudar o destino do Brasil”, disse. Em outros trecho, Bolsonaro afirmou que não tem ambição, mas que tem obrigação de mudar o Brasil. “Não me sobe à cabeça o fato de ser presidente. Eu me pergunto, eu olho para Deus e falo: o que eu fiz para merecer isso? É só problema, mas temos como ir em frente, temos como mudar o Brasil”, afirmou. Essa não é a primeira vez que Bolsonaro reclama das pressões do cargo. Ao final da viagem a Israel, o presidente afirmou que a Presidência era um “abacaxi” e disse que estava cansado. Mais tarde, em entrevista, ao ser perguntado se o cargo era mais difícil do que pensava e se já havia aprendido a ser presidente, disse que sabia das dificuldades. “Não, eu sabia das dificuldades, é um país grande, tem muitos vícios que existem no Brasil”, disse, acrescentando que se preocupa com a violência. “A gente tem que se virar né? Para não ser engolido.”","
Boulos diz que Bolsonaro teve raro momento de lucidez ao admitir despreparo
",https://www.brasil247.com/pt/247/poder/389369/Boulos-diz-que-Bolsonaro-teve-raro-momento-de-lucidez-ao-admitir-despreparo.htm
,247  ,05/04/2019 12:15:00,poder,"O presidente Jair Bolsonaro afirmou que o regime de capitalização, um dos pilares da proposta de reforma da Previdência idealizada pelo ministro da Economia, Paulo Guedes, poderá ser retirado do texto encaminhado ao Congresso dependendo da ""reação"" do Poder Legislativo. ""Se tiver reação grande, tira da proposta. Alguma coisa vai tirar, tenho consciência disso"", disse; Bolsonaro disse também que não entende de economia e que foram os economistas os responsáveis por ""afundar o Brasil"""," O presidente Jair Bolsonaro afirmou que o regime de capitalização, um dos pilares da proposta de reforma da Previdência idealizada pelo ministro da Economia, Paulo Guedes, poderá ser retirado do texto encaminhado ao Congresso dependendo da ""reação"" do Poder Legislativo. ""Se tiver reação grande, tira da proposta. Alguma coisa vai tirar, tenho consciência disso"", disse Bolsonaro durante um café da manhã com jornalistas em Brasília, nesta sexta-feira (5). O fim do atual regime de repartição, no qual há contribuição de trabalhadores, das empresas e do Estado, para o de capitalização, onde apenas o trabalhador adere a um plano privado de maneira a criar uma espécie de poupança, foi defendido pelo ministro da Economia, Paulo Guedes, nesta última quarta-feira (3), durante audiência na Comissão de Constituição e Justiça (CCJ) da Câmara. Segundo ele, o modelo de capitalização segue ""princípios saudáveis"". No encontro com jornalistas, Bolsonaro disse também que não entende de economia e que foram os economistas os responsáveis por ""afundar o Brasil"". ""Minha sugestão é evitar mais dispositivos na PEC. Teto e tempo de serviço são mais importantes, o resto é depois"", disse Bolsonaro.  ","
Bolsonaro admite: pressão derrota capitalização na Previdência
",https://www.brasil247.com/pt/247/poder/389294/Bolsonaro-admite-press%C3%A3o-derrota-capitaliza%C3%A7%C3%A3o-na-Previd%C3%AAncia.htm
,247 ,05/04/2019 08:16:00,mundo,"A previsão de crescimento da América Latina foi reduzida pelo Banco Mundial, que acaba de publicar um Relatório sobre os efeitos dos ciclos econômicos nos indicadores sociais da região; a previsão de crescimento que era de 1,7% agora é de 0,9%. O banco faz um alerta: o baixo avanço na região pode gerar retrocessos em indicadores sociais","  A previsão de crescimento da América Latina foi reduzida pelo Banco Mundial, que acaba de publicar um Relatório sobre os efeitos dos ciclos econômicos nos indicadores sociais da região. A previsão de crescimento que era de 1,7% agora é de 0,9%. O banco faz um alerta: o baixo avanço na região pode gerar retrocessos em indicadores sociais. Os números estão no relatório ""Efeitos dos Ciclos Econômicos nos Indicadores Sociais da América Latina e Caribe: Quando os Sonhos Encontram a Realidade"", que afirma não ser ""surpresa"" uma eventual piora em indicadores sociais dado o desempenho ""medíocre"" da região. A estimativa de crescimento do Brasil foi mantida em 2,2% para 2019, que fica acima do México (1,7%) e abaixo da Colômbia (3,3%). DE acordo com o relatório, haverá queda do PIB na Argentina (menos 1,3%) e Venezuela (menos 25%). O relatório do Banco Mundial aponta que no Brasil do golpe houve um aumento da pobreza, após a ""década de ouro"" dos governos de Lula e Dilma. ""O recente aumento da pobreza no Brasil, como resultado da recessão, destaca o importante fato de que o ciclo econômico pode ter repercussões significativas na pobreza"", afirmam os analistas. Leia reportagem completa de  Fábio Pupo e Ana Krüger  no jornal Valor Econômico","
Banco Mundial reduz estimativas de crescimento na América Latina
",https://www.brasil247.com/pt/247/mundo/389270/Banco-Mundial-reduz-estimativas-de-crescimento-na-Am%C3%A9rica-Latina.htm
,Sul 21,06/04/2019 04:16:00,sul,"“O Bolsonaro tem medo de vocês”, disse, referindo-se aos estudantes que o acompanhavam na UFRGS. “Ele morre de medo de estudante, de professor, de mulher, de negros, de tudo que não se parece com ele porque ele tem medo da diversidade. Por isso que ele enaltece a ditadura, que é a negação da diferença”","  –  Ao lado da sua ex-colega de chapa presidenciável Manuela D'Ávila (PCdoB), o ex-ministro Fernando Haddad (PT) participou nesta sexta-feira (5), em Porto Alegre, de atos que marcaram o lançamento da Caravana Lula Livre, promovida pelo partido para defender a liberdade do ex-presidente e para dialogar com a população sobre a agenda de governo do presidente Jair Bolsonaro (PSL). Haddad participou de atos na Faculdade de Educação da Universidade Federal do Rio Grande do Sul (Faced-UFRGS), no Centro e na Assembleia Legislativa do Rio Grande do Sul (AL-RS). A caravana foi iniciada pela região Sul do País para marcar o primeiro aniversário da prisão de Lula, completado no próximo domingo (7), quando Haddad e lideranças do partido realizarão atos em Curitiba (PR), onde o ex-presidente está preso. Haddad começou a sua fala na UFRGS, em conversa organizada pelo Diretório Central de Estudantes (DCE) da universidade, ironizando Bolsonaro ao dizer que convidou o presidente pelo WhatsApp para um debate, mas que ele não aceitou, uma referência a ausência do pesselista nos debates eleitorais e ao cancelamento da visita à universidade Mackenzie, de São Paulo, no dia 27 de março. ""O Bolsonaro tem medo de vocês"", disse, referindo-se aos estudantes que o acompanhavam na UFRGS. ""Ele morre de medo de estudante, de professor, de mulher, de negros, de tudo que não se parece com ele porque ele tem medo da diversidade. Por isso que ele enaltece a ditadura, que é a negação da diferença"". O petista dedicou boa parte de sua fala de 18 minutos a criticar o presidente e sua agenda econômica. O petista avaliou que a proposta econômica de Bolsonaro é a ""agenda do Temer piorada"", dizendo que a reforma da previdência proposta é um ""retrocesso de 100 anos"". ""Não é pouca coisa você falar para um jovem de 16 anos, que está começando como aprendiz, que ele vai ter que trabalhar 40 anos pra se aposentar"". Haddad atacou ainda o argumento usado pelo governo de que a reforma da Previdência retira privilégios. "" O trabalhador rural é privilegiado? O portador de deficiência é privilegiado? Quem começa a trabalhar com 16 anos é privilegiado? A mulher que faz tripla jornada é privilegiada?"" Por outro lado, Haddad cobrou uma agenda para educação e para o combate ao desemprego do governo federal. ""O que ele tem a dizer sobre trabalho e educação? Nós estamos esperando desde o segundo turno. Não veio nada. Veio o Vélez"". O ex-presidenciável ironizou a indefinição Ministério da Educação a respeito da permanência ou saída do ministro Ricardo Vélez Rodriguez e argumentou que as instituições de ensino esperam as diretrizes do governo, não o que o ministro tem a dizer sobre os livros didáticos, uma referência à fala do ministro de que os livros passarão a retratar outra versão sobre a ditadura militar. ""Ninguém está interessado na opinião deles, queremos que eles façam chegar o que de melhor o Brasil tem produzido aos estudantes"". Lula A parte final da fala de Haddad foi dedicada à defesa do ex-presidente Lula. Ele disse o PT não está defendendo a impunidade, mas que não é possível aceitar que o líder das pesquisas na corrida presidencial tenha sido tirado da disputa ""de qualquer jeito"". Para ele, a defesa de Lula é a defesa de uma justiça imparcial. ""O pessoal fala de escola sem partido. Eu queria uma justiça sem partido"". Haddad disse que tem pessoas que falam para ele abandonar a bandeira do Lula Livre e até para trocar de partido, mas que ele irá continuar na defesa do ex-presidente. ""O Lula é investigado há 40 anos. Alguém achou uma conta na Suíça? Achou uma mala? Eu posso ficar com 1% de apoio da sociedade que eu vou insistir nessa tese. O ex-juiz e agora ministro da justiça, Sérgio Moro, também foi alvo de ironias de Haddad. ""O Moro postou um calendário. Ele entendeu que aquilo era uma prova. Só prova que ele tem um calendário"". Antes da fala de Haddad, Manuela defendeu a importância da luta pela liberdade de Lula como uma pauta de toda esquerda, não apenas do PT. Para ela, engana-se quem pensa que a ""perseguição ao PT"" é a perseguição a apenas um partido, pois esta seria uma perseguição a todo o campo político. Manuela D'Ávila participou dos atos ao lado do ex-colega de chapa | Foto: Guilherme Santos/Sul21 Manuela lembrou que, em 5 de abril de 2018, estava comemorando o aniversário do marido, o músico Duca Leindecker, quando recebeu a notícia de que o agora ministro Sérgio Moro autorizou a prisão do ex-presidente. Logo em seguida, ela viajou ao Sindicato dos Metalúrgicos de São Bernardo do Campo (SP), onde Lula permaneceria até se entregar à Polícia Federal em 7 de abril. ""Nesse um ano, nós só vimos a história do Brasil piorar"", disse. Caminhada e ato no Dante Barone Após a conversa com estudantes na UFRGS, Haddad e Manuela foram ao Largo Glênio Peres, onde, por volta das 18h30, iniciaram uma caminhada em direção à Assembleia Legislativa acompanhados de apoiadores e lideranças do partido, entre elas a presidente nacional da legenda, a deputada federal Gleisi Hoffmann. Durante a caminhada, que durou cerca de 20 minutos pelo Centro de Porto Alegre, os apoiadores alternaram cantos de apoio ao ex-presidente e a Haddad, como ""Lula, guerreiro, do povo brasileiro"" e ""Lula guerreiro, Haddad companheiro"". A passagem de Haddad culminou com um ato no Teatro Dante Barone, da Assembleia Legislativa. Dado ao fato de que o teatro só comporta 500 pessoas sentadas e mesmo que muitos dos participantes tenham ocupado corredores, parte do público acabou ficando do lado de fora da Casa sem conseguir participar. Em conversa com a imprensa antes do ato, Haddad voltou a defender a necessidade do partido continuar a defender o ex-presidente Lula. ""Há um ano está sendo cometida uma injustiça muito grande contra o presidente Lula, talvez o homem mais investigado da história desse País, contra o qual não há uma única prova cabal de qualquer decisão dele que tenha contrariado o interesse público, que é o que pode condenar uma pessoa que exerceu cargo público. Não há um ato dele, um decreto, uma lei que coloque em dúvida toda a dedicação dele ao povo brasileiro. Vai completar e a gente não pode deixar em branco uma coisa dessas. Nós vamos rodar o País para lembrar do que a gente considera uma injustiça e pedir que os tribunais superiores reavaliem a sentença que foi dada. Entendemos que ela precisa ser reavaliada e o Lula colocado em liberdade"", disse.","
Haddad aos estudantes: o Bolsonaro morre de medo de vocês
",https://www.brasil247.com/pt/247/sul/389366/Haddad-aos-estudantes-o-Bolsonaro-morre-de-medo-de-voc%C3%AAs.htm
,247,29/03/2019 13:00:00,sul,"A deputada Maria do Rosário (PT-RS) criticou o presidente Jair Bolsonaro por causa do aumento de 11,6% para 12,4% da taxa de desemprego na comparação entre o trimestre encerrado em fevereiro com os três meses anteriores, de acordo com Pnad Contínua do IBGE; ""Só fala em armas, Venezuela e retirar a aposentadoria. Qnd vão abandonar a pauta ideológica e iniciar as medidas para geração de emprego?"", questionou ","  - A deputada federal Maria do Rosário (PT-RS) criticou o presidente Jair Bolsonaro por causa do aumento de 11,6% para 12,4% da taxa de desemprego na comparação entre o trimestre encerrado em fevereiro com os três meses anteriores, de acordo com Pnad Contínua do IBGE. ""Quase 100 dias de mandato e Bolsonaro não apresentou ao Brasil um único programa de combate ao desemprego. Só fala em armas, Venezuela e retirar a aposentadoria. Qnd vão abandonar a pauta ideológica e iniciar as medidas para geração de emprego?"", questionou a parlamentar no Twitter. Segundo o levantamento, a taxa de desemprego atingiu 13,1 milhões de pessoas, um crescimento de 7,3% na comparação com novembro. Ou seja, o número de desempregados teve aumento de 892 mil pessoas. Na comparação com fevereiro de 2018, houve estabilidade.   O total de ocupados ficou em 92,1 milhões em fevereiro, uma queda de 1,1% (menos 1,06 milhão de pessoas) em relação a novembro, mas uma alta de 1,1% na comparação com fevereiro do ano passado.","
‘Bolsonaro só fala de arma e Previdência. Cadê o combate do desemprego?’
",https://www.brasil247.com/pt/247/sul/388572/%E2%80%98Bolsonaro-s%C3%B3-fala-de-arma-e-Previd%C3%AAncia-Cad%C3%AA-o-combate-do-desemprego%E2%80%99.htm
,247,30/03/2019 14:40:00,sul,"Um grupo de caminhoneiros fez uma carreata na Linha Verde, em Curitiba, em resposta ao pronunciamento do presidente Jair Bolsonaro (PSL) feito que falou falou diretamente aos caminhoneiros sobre a nova política de preços do diesel da Petrobras - os reajustes no preço do produto serão feitos com um prazo mínimo de 15 dias","  - Um grupo de caminhoneiros fez uma carreata na Linha Verde, em Curitiba, na manhã deste sábado (30), em resposta ao pronunciamento do presidente Jair Bolsonaro (PSL) feito na última quinta-feira (28), quando o chefe do Planalto falou diretamente aos caminhoneiros sobre a nova política de preços do diesel da Petrobras - os reajustes no preço do produto serão feitos com um prazo mínimo de 15 dias. De acordo com informações da PRF (Polícia Federal Rodoviária) do Paraná, a manifestação teve início às 11h30 e terminou por volta das 13h, com a adesão de aproximadamente 40 caminhoneiros. Bolsonaro também anunciou medidas contra o que chamou de indústria da multa e sinalizou que seriam feitos novos anúncios à categoria, sem dar mais detalhes. ""Tínhamos um problema que o caminhoneiro reclamava, que ele fazia o frete entre Porto Alegre e Fortaleza, entre ida e volta é 10, 12 dias. Ele reclamava que muitas vezes pagava o frete na ida e na volta, em havendo recomposição do preço do diesel, parte, quase todo o seu frete era engolido pelo novo preço do diesel"", disse o presidente.  De acordo com a Folha de S.Paulo, Plínio Dias, presidente do Sinditac-PR (Sindicato dos Transportadores Autônomos do Paraná), informou que outras cidades também devem ter mobilizações neste sábado. Uma delas seria também pela manhã na cidade de Campo Largo, na região metropolitana de Curitiba, e a outra, às 15h em Três Pontas, em Minas Gerais.","
Caminhoneiros fazem carreta em Curitiba contra Bolsonaro
",https://www.brasil247.com/pt/247/sul/388690/Caminhoneiros-fazem-carreta-em-Curitiba-contra-Bolsonaro.htm
,247,04/04/2019 16:32:00,sul,"Quem disse foi o deputado Elvino Bohn Gass (PT-RS); ""Talvez a expressão #TchutchucaDosBanqueiros não seja a mais adequada, mas a ideia que ela encerra em relação a Paulo Guedes é perfeita. Afinal, ele só mostra força contra os pobres e fez até uma MP, a 873, obrigando sindicato a emitir boleto bancário"", afirmou","  - O deputado federal Elvino Bohn Gass (PT-RS) afirmou que a expressão ""tchutchuca dos banqueiros"" está alinhada com a gestão do ministro da Economia, Paulo Guedes. ""Talvez a expressão #TchutchucaDosBanqueiros não seja a mais adequada, mas a ideia que ela encerra em relação a Paulo Guedes é perfeita. Afinal, ele só mostra força contra os pobres e fez até uma MP, a 873, obrigando sindicato a emitir boleto bancário"", escreveu o parlamentar no Twitter. A expressão foi utilizada pelo deputado federal Zeca Dirceu (PT-PR), filho do ex-ministro José Dirceu. Após uma discussão entre o parlamentar e o ministro, nesta quarta-feira (3), foi encerrada a audiência na Comissão de Constituição e Justiça da Câmara sobre a proposta de reforma da Previdência  O congressista afirmou que o titular da pasta o age como ""tigrão"" em relação a aposentados, idosos e pessoas com deficiência, mas como ""tchutchuca"" em relação à ""turma mais privilegiada do nosso país"". Fora do microfone, Guedes se dirigiu a Zeca Dirceu e respondeu: ""Você não falte com o respeito comigo. Tchutchuca é a mãe, tchutchuca é a vó"".","
‘Expressão tchutchuca dos banqueiros encerra ideia perfeita sobre Guedes’
",https://www.brasil247.com/pt/247/sul/389221/%E2%80%98Express%C3%A3o-tchutchuca-dos-banqueiros-encerra-ideia-perfeita-sobre-Guedes%E2%80%99.htm
,Agência Brasil,04/04/2019 18:59:00,sul,"A soltura foi determinada pela segunda instância do Tribunal de Justiça do Paraná (TJPR) após pedido de liberdade feito pela defesa; ao pedir a liberdade do ex-governador, a defesa disse que a nova prisão do ex-governador foi infundada e está relacionada a ""fatos antigos sobre os quais todos os esclarecimentos necessários já foram feitos""","  - A Justiça do Paraná mandou soltar hoje (4) o ex-governador do Paraná Beto Richa, preso no mês passado, por determinação 9ª Vara Criminal de Curitiba, em função das investigações da Operação Quadro Negro, que apura a suspeita de desvios de recursos destinados à construção e reformas de escolas públicas estaduais entre os anos de 2012 e 2015. A soltura foi determinada pela segunda instância do Tribunal de Justiça do Paraná (TJPR) após pedido de liberdade feito pela defesa. De acordo com o Grupo de Atuação Especial de Combate ao Crime Organizado (Gaeco), do Ministério Público do Paraná, os desvios contavam com a participação de agentes públicos e privados, que atuavam na Secretaria da Educação estadual, praticando crimes de corrupção e de fraudes às licitações na construção e reformas de escolas. Além disso, para acobertar as supostas práticas delituosas, o grupo teria cometido outros ilícitos, como obstrução de investigações e lavagem de dinheiro, segundo o MP. A suspeita é que parte dos recursos públicos desviados tenha sido usado em campanhas eleitorais de Richa e aliados. Ao pedir a liberdade do ex-governador, a defesa disse que a nova prisão do ex-governador foi infundada e está relacionada a ""fatos antigos sobre os quais todos os esclarecimentos necessários já foram feitos"". Segundo os advogados, os desvios na rede pública de ensino foram descobertos e denunciados por Richa.  ","
Justiça do Paraná manda soltar Beto Richa
",https://www.brasil247.com/pt/247/sul/389239/Justi%C3%A7a-do-Paran%C3%A1-manda-soltar-Beto-Richa.htm
